codice-isil;codice-sbn;denominazione;indirizzo;frazione;cap;comune;codice istat comune;provincia;regione;codice istat provincia;latitudine;longitudine;telefono;fax;email;url
IT-CA0298;CAGAB;Biblioteca del Distretto biomedico scientifico - Sezione Beniamino Orrù - Università degli studi di Cagliari;Cittadella universitaria di Monserrato;;09042;Monserrato;092109;Cagliari;SARDEGNA;092;39,2704516;9,125295099999999;+39 0706754290;;biblio.bs@unica.it;https://www.unica.it/unica/it/sba_bs_ab.page
IT-CA0299;CAGDE;Biblioteca del Distretto delle scienze sociali, economiche e giuridiche - Sezione Centro interdipartimentale di documentazione europea - Università degli studi di Cagliari;Via S. Ignazio, 13;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2230155;9,110908799999999;+39 0706753500;+39 0706753390;cedoeu@unica.it;https://www.unica.it/unica/it/sba_cide.page
IT-CA0311;CAGAC;Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio per la città metropolitana di Cagliari e le province di Oristano, Medio Campidano, Carbonia-Iglesias e Ogliastra. Archeologia;Piazza Indipendenza 7;;09124;Cagliari;092009;Cagliari;SARDEGNA;092;39,2211307;9,1166699;+39 070 60518236;+39 070 658871;mariagrazia.mundula@beniculturali.it;http://www.archeocaor.beniculturali.it/index.php?it/281/biblioteca
IT-CA0312;CAGCS;Biblioteca Ragazzi della Città Metropolitana di Cagliari;Via Cadello 9/b;;09121;Cagliari;092009;Cagliari;SARDEGNA;092;39,2374641;9,115513199999999;+39 070 4092576;+39 070 5284553;bibliotecaragazzi@cittametropolitanacagliari.gov.it;http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5670&codice=IT-CA0312
IT-CA0313;CAGBC;Biblioteca del Convitto nazionale Vittorio Emanuele II;via G. MANNO 14;;09124;Cagliari;092009;Cagliari;SARDEGNA;092;39,2158100533348;9,11562374173354;070500784;+39 070652346;convittori@convittocagliari.gov.it;http://www.convittocagliari.gov.it/?p=pagine_custom/home.php
IT-CA0317;CAGSU;Biblioteca del Centro Servizi Culturali della Società Umanitaria - Cineteca sarda;Viale Trieste, 118-126;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2207104;9,1029547;+39 070278630;+39 070275271;cinetecasarda@gmail.com;http://www.lacinetecasarda.it/
IT-CA0318;CAGPS;Biblioteca Sardegna Ricerche;localita' Piscinamanna;Parco scientifico e tecnologico della Sardegna - edificio 2;09010;Pula;092050;Cagliari;SARDEGNA;092;38,9903518814778;8,9303882163307;+3907092432202;+39 07092432254;biblioteca@sardegnaricerche.it;http://www.sardegnaricerche.it/biblioteca/
IT-CA0319;CAG5V;Biblioteca comunale A. Camboni;via Monte 20;;09010;Villamassargia;111098;Sud Sardegna;SARDEGNA;111;39,2768664;8,6409652;0781-74436;+39 078174880;biblioteca.villamassargia@sbis.it;
IT-CA0320;CAG5C;Biblioteca comunale;via E. d'Arborea;;09010;Villaperuccio;111102;Sud Sardegna;SARDEGNA;111;39,111349;8,670374;0781-950074;+39 0781950074;responsabile.villaperuccio@sbis.it;
IT-CA0321;CAG5P;Biblioteca comunale;via Principe di Piemonte 3;;09010;Piscinas;111056;Sud Sardegna;SARDEGNA;111;39,0688489;8,6276966;0781-963076;+39 0781964754;biblioteca.piscinas@sbis.it;
IT-CA0322;CAG7C;Biblioteca comunale;Olia Speciosa, 1;Località Olia Speciosa;09040;Castiadas;111011;Sud Sardegna;SARDEGNA;111;39,2787558;9,5283178;070-99450323;;biblioteca@comune.castiadas.ca.it;http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5670&codice=IT-CA0322
IT-CA0323;CAGAP;Biblioteca del Centro regionale di programmazione;via Cesare Battisti SNC;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2234038455772;9,10169251475827;+390706064689;+39 0706064684;crp.biblioteca@regione.sardegna.it;
IT-CA0324;;Biblioteca dell'Istituto Comprensivo di Santadi;Via Risorgimento 101;;09010;Santadi;111068;Sud Sardegna;SARDEGNA;111;39,0923622;8,7138533;+39 0781955161;+39 0781941142;caic825001@istruzione.it;http://web.tiscali.it/compsantadi/
IT-CA0325;;Biblioteca della Casa circondariale E. Scalas di Cagliari;Zona industriale Macchiareddu, 2^ strada ovest;;09010;Uta;092090;Cagliari;SARDEGNA;092;39,2303273;8,990293800000018;+39 070 24931;;cc.cagliari@giustizia.it;
IT-CA0326;;Biblioteca della Casa circondariale di Iglesias;località Sa Stoia;;09016;Iglesias;111035;Sud Sardegna;SARDEGNA;111;39,29647;8,574515;+39 078121101;;;
IT-CA0327;;Biblioteca dell'Istituto penale minorile;Località Pezzu Mannu;;09044;Quartucciu;092105;Cagliari;SARDEGNA;092;39,272956;9,181044;;;;
IT-CA0328;CAGCU;Biblioteca Centro servizi culturali;piazza Sergio Ussai;;09013;Carbonia;111009;Sud Sardegna;SARDEGNA;111;39,1633331;8,509208899999999;+39 0781671527;+39 0781662312;umanitaria.carbonia@gmail.com;https://www.sbis.it/csc-soc-umanitaria/item/20-csc-soc-umanitaria.html
IT-CA0329;CAGMA;Biblioteca del Liceo Francesco De Sanctis;via CORNALIAS 169;;09121;Cagliari;092009;Cagliari;SARDEGNA;092;39,2415026;9,1062482;070284995;+39 070 287305;bibliodesanctis@tiscali.it;desanticsdeledda.gov.it
IT-CA0332;CAGLA;"Biblioteca la Collina ""Don L. Milani""";localita' S'Otta;;09040;Serdiana;111076;Sud Sardegna;SARDEGNA;111;39,3583351367569;9,14677190200803;070743923070742430;+39 0780743923;biblioteca@comunitalacollina.org;http://www.comunitalacollina.org/la-biblioteca/
IT-CA0335;USS33;Biblioteca comunale;via Aldo Moro, 1;;09033;Decimomannu;092015;Cagliari;SARDEGNA;092;39,30715259999999;8,9668682;070-9663041;+39 0709663041;bcdecimo@gmail.com;http://www.comune.decimomannu.ca.it/tematiche/culturaistruzionesport/biblioteca-comunale/index.html
IT-CA0336;USS35;Biblioteca comunale;piazza di Chiesa 3;;09030;Elmas;092108;Cagliari;SARDEGNA;092;39,2656772;9,0517128;070-2135095;+39 0702135095;biblioteca@comune.elmas.ca.it;
IT-CA0337;USS45;"Biblioteca dell'Istituto Professionale Servizi per l'enogastronomia e l'ospitalità alberghiera ""Antonio Gramsci""";via Decio Mure;;09042;Monserrato;092109;Cagliari;SARDEGNA;092;39,2604897;9,127173;+39070588087;+39 070578429;carh050001@istruzione.it;http://www.alberghierogramsci.gov.it/
IT-CA0475;CAGPL;Biblioteca Pasqualina Pillolla del liceo ginnasio statale G. Siotto Pintor;via TRENTO 103;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;;;070275410;;capc050004@istruzione.it;
IT-CA0476;CAGMR;Biblioteca comunale;via Roma 44;;09040;Maracalagonis;092037;Cagliari;SARDEGNA;092;;;070-789470;;biblioteca@comune.maracalagonis.ca.it;
IT-CA0477;CAGYO;Biblioteca Yorick;via 31 Marzo 1943, 20;;09042;Monserrato;092109;Cagliari;SARDEGNA;092;39,2539037;9,141522900000002;+39 0705839742;+39 0705830137;ismascareddas@tiscali.it;http://ismascareddas.it/ita/biblioteca/biblioteca.htm
IT-CA0478;CAGGD;Biblioteca del Centro giovanile domenicano - CGD;via del Lavoro, 15;;09047;Selargius;092068;Cagliari;SARDEGNA;092;39,2652242;9,175914199999966;+39070846083;+39 0708488027;biblioteca.cgd@gmail.com;http://www.predicazione.it/libri/Index_BIBLIOTECA.html
IT-CA0479;;Biblioteca del Club alpino italiano;via Piccioni 13;;09124;Cagliari;092009;Cagliari;SARDEGNA;092;39,2172143;9,11830250000003;+39070;+39 070 667877;biblioteca@caicagliari.it;http://www.caicagliari.it/274-BIBLIOTECA.html
IT-CA0483;CAGGA;Biblioteca della Galleria comunale d'arte;largo Giuseppe Dessì;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2259935;9,11582850000002;070-6777598;+39 07042091;museicivici@comune.cagliari.it;
IT-CA0484;CAGQ1;Biblioteca di quartiere Montevecchio;Via Montevecchio, 29;;09121;Cagliari;092009;Cagliari;SARDEGNA;092;39,2383123;9,11231699999996;+39 070 6775640;;biblioteca.montevecchio@comune.cagliari.it;http://www.comune.cagliari.it/portale/cultura/at03_dettaglio_biblioteca?contentId=SCL695
IT-CA0485;CAGQ4;Biblioteca comunale di quartiere G. B. Tuveri;Via Venezia, 23;;09126;Cagliari;092009;Cagliari;SARDEGNA;092;39,2070418;9,1365414;+39 0704512249;;biblioteca.tuveri@comune.cagliari.it;http://www.sardegnabiblioteche.it/index.php?xsl=839&s=2&v=9&c=5670&codice=IT-CA0485
IT-CA0486;;"Biblioteca San Mauro ""Centro Studi - documentazione sulle dipendenze e l'emarginazione""";via S. GIOVANNI 287;;09127;Cagliari;092009;Cagliari;SARDEGNA;092;;;070663358;+39 070 674673;associazione@mondoxsardegna.it;www.mondoxsardegna.it
IT-CA0490;;Biblioteca dell'Istituto di storia dell'Europa mediterranea del CNR;via G.B. TUVERI 128;;09129;Cagliari;092009;Cagliari;SARDEGNA;092;39,2197294;9,12990079999997;070403670;+39 070 498118;monica.cotza@isem.cnr.it;www.isem.cnr.it
IT-CA0491;CAGPI;"Biblioteca del Liceo Scientifico ""Pitagora""";Via I Maggio;;09047;Selargius;092068;Cagliari;SARDEGNA;092;;;+39 070 850380;+39 070 841886;bibliopitagora@gmail.com;http://www.liceopitagoraselargius.it/
IT-CA0492;CAGPC;Biblioteca Poggio dei Pini;Piazza A. Ricchi;;09012;Capoterra;092011;Cagliari;SARDEGNA;092;39,1448459149768;8,97015361904914;+39 070725851;;bibliotecapoggio@tiscali.it;www.bibliotecapoggiodeipini.org
IT-CA0493;CAGFS;Biblioteca del Liceo Euclide;via LIGAS SNC;;09134;Cagliari;092009;Cagliari;SARDEGNA;092;39,2518792007097;9,11156584945979;070542853;+39 070542706;caps13000v@istruzione.it;http://www.liceoeuclidecagliari.gov.it/
IT-CA0494;CAGFA;Biblioteca dell'Istituto d'Istruzione Superiore L. Einaudi - G. Bruno;viale Rinascita;;09043;Muravera;111042;Sud Sardegna;SARDEGNA;111;39,4191941866014;9,57030625396726;+390709930433;+39 0709933345;cais00600q@istruzione.it;http://www.iiseinaudimuravera.it
IT-CA0495;CAGSD;Biblioteca Multimediale della Sardegna;via Giorgio Asproni 24;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2193823;9,10598819999996;;;medialibrosardegna@gmail.com;https://medialibrosardegna.wordpress.com/
IT-CA0496;;"Biblioteca del Liceo scientifico ""A. Pacinotti""";Via Liguria 9;;09127;Cagliari;092009;Cagliari;SARDEGNA;092;39,22786;9,11804000000006;+39 070490337;+39 070480970;caps050007@istruzione.it;http://pacinotti.gov.it
IT-CA0497;CAGF1;Mediateca LGBT e Queer ARC;Via Falzarego 35;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2268207;9,102846;+39 3933951812;;info@associazionearc.eu;
IT-CA0498;CAGF2;Biblioteca Arti e Mestieri dello Spettacolo;Via Falzarego 35;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2268207;9,102846;+39 3494325227;;biblioteca@teatrodelsale.net;
IT-CA0499;CAGF3;Archivio Multimediale dell’Immaginario;Via Falzarego 35;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2268207;9,102846;+39 3384199127;;centrointernazionalefumetto@gmail.com;
IT-CA0500;CAGF4;Centro di documentazione per lo spettacolo Marco Parodi;Via Falzarego 35;;09123;Cagliari;092009;Cagliari;SARDEGNA;092;39,2268207;9,102846;+39 0707321163;;lafabbricailluminata@gmail.com;
IT-CA0502;CAGDT;"Biblioteca del Liceo Classico Statale G.M. Dettori ""Sebastiano Broccia""";via Cugia, 2;;09124;Cagliari;092009;Cagliari;SARDEGNA;092;39,2160663;9,12810509999997;+39 070308257;;capc03000v@istruzione.it;http://www.liceoclassicodettori.edu.it/
IT-CA0503;CAGDD;Biblioteca della Direzione Didattica Secondo Circolo di Selargius;via delle Begonie;;09047;Selargius;092068;Cagliari;SARDEGNA;092;39,259813;9,15102939999997;+39 070570038;;caee03100a@istruzione.it;https://secondocircoloselargius.edu.it/
IT-CA0504;;Biblioteca Interculturale Fairuz;Via Italia, 63;;09134;Cagliari;092009;Cagliari;SARDEGNA;092;39,2481879;9,1311394;+39 3427566614;;fairuzeventi@gmail.com;http://www.fairuz.it/
IT-CA0505;;Biblioteca per lo spettacolo Arcostudio;Via Portoscalas, 17;;09124;Cagliari;092009;Cagliari;SARDEGNA;092;39,2182149;9,1120365;+39 070663288;;spazioarcostudio@gmail.com;www.bibliotecaarcostudio.wordpress.com
IT-CB0006;;Biblioteca Sacro Cuore dei padri cappuccini;piazza S. FRANCESCO;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5611008;14,6690631;0874493678;;biblioteca.sacrocuore_cb@virgilio.it;www.capuccinifoggia.it
IT-CB0009;MO1AC;Biblioteca dell'Archivio di Stato di Campobasso;Via Orefici 43;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5620263;14,6599629;+39 087490349;+39 0874411525;as-cb@beniculturali.it;http://www.archiviodistatocampobasso.beniculturali.it/index.php?it/182/biblioteca
IT-CB0012;MO106;Biblioteca comunale;corso Skanderberg 6;;86042;Campomarino;070010;Campobasso;MOLISE;070;41,9518623;15,0345153;+390875531226;+39 0875530004;biblio.campomarino@alice.it;http://219.210.155.151:8080/sbn
IT-CB0014;MO109;Biblioteca Caradonio di Blasio;piazza Umberto I, 1-5;;86043;Casacalenda;070011;Campobasso;MOLISE;070;41,7413248;14,8502142;+39 0874841490;;biblioteca@caradoniodiblasio.it;http://www.caradoniodiblasio.it/
IT-CB0016;MO110;Biblioteca comunale;corso Roma 78;;86043;Casacalenda;070011;Campobasso;MOLISE;070;41,7395682;14,847116;0874841237;;casacalenda.anagrafe@libero.it;
IT-CB0024;;Biblioteca comunale;largo Verdi 9;;86044;Colletorto;070021;Campobasso;MOLISE;070;41,6632225;14,9729404;0874-73121;;sociale@colletorto.eu;
IT-CB0025;;Biblioteca comunale F. Berardinelli;via NAZIONALE SANNITICA 47;;86013;Gambatesa;070025;Campobasso;MOLISE;070;41,5088866;14,9122442;0874719344;;;
IT-CB0026;;Biblioteca comunale;via Municipio snc;;86014;Guardiaregia;070028;Campobasso;MOLISE;070;41,4350175;14,5415508;;;;
IT-CB0029;MOLBC;Biblioteca comunale Bartolomeo Preziosi;Piazza Duomo 44;;86035;Larino;070031;Campobasso;MOLISE;070;41,8005093126045;14,9107400503319;+39 0874828202;+39 0874825093;bibliotecalarino.cb@tiscali.it;http://egov.hseweb.it/larino/hh/index.php
IT-CB0032;;Biblioteca comunale;piazza Vittorio Emanuele 18;;86022;Limosano;070032;Campobasso;MOLISE;070;41,6767765;14,6214595;;;;
IT-CB0033;;Biblioteca comunale;via Due Porte, 45;;86030;Lucito;070033;Campobasso;MOLISE;070;41,730562;14,689168;+39 0874747204;+39 0874746081;;http://www.comune.lucito.cb.it/lucito/zf/index.php/servizi-aggiuntivi/index/index/idservizio/20004#
IT-CB0036;;Biblioteca comunale;piazza della Libertà, 26;;86030;Mafalda;070036;Campobasso;MOLISE;070;41,942698849972246;14,714922541000384;+39 0875978135;;info@comune.mafalda.cb.it;http://www.comune.mafalda.cb.it/?s=biblioteca
IT-CB0040;MO112;Biblioteca comunale G. Sanchez;via De Fanis Vico I, 1;;86033;Montefalcone nel Sannio;070043;Campobasso;MOLISE;070;41,86615339999999;14,6399293;+39 0874877530;;info@comune.montefalconenelsannio.cb.it;www.comune.montefalconenelsannio.cb.it
IT-CB0043;;Biblioteca comunale Emilio Ambrogio Paterno;via DEL MERCATO 1;;86036;Montenero di Bisaccia;070046;Campobasso;MOLISE;070;41,9561643;14,7811816;0875966151;+39 0875959235;;
IT-CB0046;;Biblioteca comunale;via dei Mille;;86040;Montorio nei Frentani;070047;Campobasso;MOLISE;070;41,7600567;14,9337178;+390874826335;;comune.montoriofrent@tiscali.it;http://www.comune.montorioneifrentani.cb.it/
IT-CB0049;;Biblioteca Comunale del Centro di Lettura;piazza Sandro Pertini, 1;;86037;Palata;070050;Campobasso;MOLISE;070;41,8901101;14,7847418;+39 0875969212;;comune@comunedipalata.it;http://www.comune.palata.cb.it/zf/index.php/uffici/index/detail/categoria/81/id/13
IT-CB0052;MO107;Biblioteca comunale;piazza Skanderbeg, 44;;86045;Portocannone;070055;Campobasso;MOLISE;070;41,914648;15,0092325;+39 087559286;+39 087559286;biblioteca.pc@tin.it;www.comune.portocannone.cb.it
IT-CB0053;;Biblioteca comunale;piazza Umberto I, 9;;86040;Provvidenti;070056;Campobasso;MOLISE;070;41,7185857;14,8222488;+39 0874841495;;comuneprovvidenti@alice.it;
IT-CB0054;;Biblioteca comunale;piazza PORTELLA;;86020;Roccavivara;070060;Campobasso;MOLISE;070;41,8356025;14,598512;0874875087;+39 0874875361;amministrazione@comune.roccavivara.cb.it;
IT-CB0057;MO104;Biblioteca comunale Vincenzo Cuoco;corso Umberto I 114;;86030;San Giacomo degli Schiavoni;070065;Campobasso;MOLISE;070;41,9628561;14,9458015;+39087551130;+39 0875700089;protocollo@comune.sangiacomo.cb.it;
IT-CB0059;MO111;Biblioteca comunale Oberdan Stingone;via Po, 40;;86046;San Martino in Pensilis;070069;Campobasso;MOLISE;070;41,8700741;15,0109886;+39 0875604243;;comune@comune.sanmartinoinpensilis.cb.it;http://www.comune.sanmartinoinpensilis.cb.it/sanmartino/po/mostra_news.php?id=285&area=H
IT-CB0060;;Biblioteca comunale;via Giardino, 1;;86020;San Polo Matese;070071;Campobasso;MOLISE;070;41,45894699999999;14,492653;+39 0874/775135;;sanpolomatese@tiscali.it;
IT-CB0062;;Biblioteca Roberto e Linda Testa;corso Fontana Nuova, 3;;86048;Sant'Elia a Pianisi;070074;Campobasso;MOLISE;070;41,621707;14,875668;+39 087481205;+39 0874816400;comunesantelia@tin.it;http://www.comune.santeliaapianisi.cb.it
IT-CB0063;;Biblioteca comunale;via Colonna, 6;;86047;Santa Croce di Magliano;070072;Campobasso;MOLISE;070;41,711253;14,991708;+39 0874729144;;p.licursi@virgilio.it;http://www.comune.santacrocedimagliano.cb.it/index.php/biblioteca
IT-CB0064;MOLCP;Biblioteca comunale Gennaro Perrotta;Corso Fratelli Brigida 88;;86039;Termoli;070078;Campobasso;MOLISE;070;42,0019477;14,9968217000001;+39 0875714618;+39 0875701843;biblioteca@comune.termoli.cb.it;http://www.comune.termoli.cb.it/
IT-CB0065;;Biblioteca comunale;via S. Pertini SNC;;86028;Torella del Sannio;070079;Campobasso;MOLISE;070;0;0;;;;
IT-CB0067;;Biblioteca diocesana Giulia;Via Seminario, 34;;86029;Trivento;070081;Campobasso;MOLISE;070;41,78516;14,550915;+39 0874.871745;+39 0874.871775;bc@diocesitrivento.it;
IT-CB0069;;Biblioteca comunale;via Regina Elena 1;;86010;Tufara;070082;Campobasso;MOLISE;070;41,4816368;14,9469348;;+39 0874713595;;
IT-CB0077;;Biblioteca comunale Sportello Turistico e Servizio Informatico;via Guglielmo Marconi, 2;;86010;Castropignano;070016;Campobasso;MOLISE;070;41,619633;14,561624;+39 0874503132;+39 0874503522;comune.castropignano@libero.it;http://www.comune.castropignano.cb.it/hh/index.php
IT-CB0092;;Biblioteca del centro di lettura;Via Cavatoio;;86040;Pietracatella;070053;Campobasso;MOLISE;070;41,5811884;14,8733562;+39 0874877131;+39 0874817691;comunedipietracatella@virgilio.it;
IT-CB0093;MO1BC;BiblioMediateca comunale di Campobasso;via ALFIERI;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5503705843177;14,6680730581284;0874405610;+39 0874438528;bmt@altrimedia.org;www.altrimedia.org
IT-CB0097;;Biblioteca del Centro di lettura;via Garibaldi, 32;;86010;San Giuliano del Sannio;070067;Campobasso;MOLISE;070;41,456532;14,643028;+39 087479204;;comune@comune.sangiulianodelsannio.cb.it;http://www.comune.sangiulianodelsannio.cb.it/hh/index.php
IT-CB0098;MOLBU;Biblioteca di Ateneo dell'Università degli Studi del Molise;Viale Manzoni;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5488611;14,6677459;;;bibliotecadiateneo@unimol.it;
IT-CB0099;;Biblioteca del Centro di lettura;Corso Amatuzio 77;;86021;Bojano;070003;Campobasso;MOLISE;070;41,4865787;14,473783;;;;
IT-CB0100;PBEB1;Biblioteca diocesana V. Fusco;Via Mazzini, 80;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5603174;14,6631742;;;scuolasanpietrocelestino@gmail.com;
IT-CB0101;MOLC2;Biblioteca p. Dionisio Piccirilli;Via S. Giovanni, 434;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5576813;14,6737792;+39 0874.1961064;;bibliotecapiccirilli@alice.it;
IT-CB0102;;Biblioteca comunale;Via Largo della Vittoria;;86010;Casalciprano;070012;Campobasso;MOLISE;070;41,5799148;14,5284696;+39 0874504131;+39 0874504944;comunecasalciprano@libero.it;
IT-CB0110;MOLCM;Biblioteca del Conservatorio statale di musica Lorenzo Perosi;Viale Principe di Piemonte 2/a;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5537884;14,6589188;+39 087490041;+39 0874411377;biblioteca@conservatorioperosi.it;http://www.conservatorioperosi.it/cms/it/presentazione.html
IT-CB0111;PBEE2;Biblioteca diocesana B. D'Agostino;Piazza Duomo, 3;;86039;Termoli;070078;Campobasso;MOLISE;070;41,9625769;14,9973028;+39 0875.706359;;curia@termolilarino.chiesacattolica.it;
IT-CB0112;;Biblioteca del Convento dei cappuccini;piazza San Francesco, 24;;86035;Larino;070031;Campobasso;MOLISE;070;41,8135346;14,9207393;+39 0874822377;;archiviostoricodio.termolilarino@yahoo.it;http://www.diocesitermolilarino.it/wd-annuario-enti/frati-minori-cappuccini-larino-1864/
IT-CB0115;MO1SR;Biblioteca del Segretariato regionale MiBAC del Molise;Salita San Bartolomeo 10;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,561713;14,657649;+39 0874431346;;carmela.timperio@beniculturali.it;www.molise.beniculturali.it
IT-CB0116;;Biblioteca della Soprintendenza Archivistica e bibliografica dell'Abruzzo e del Molise. Sede di Campobasso;Via Isernia 15;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,5613348;14,660408;+39 0874310124;+39 0874311094;sab-amo@beniculturali.it;http://www.sa-abruzzo.beniculturali.it/index.php?it/1/home
IT-CB0119;MOLBT;Biblioteca di Ateneo. Sede di Termoli dell'Università degli studi del Molise;Via Duca degli Abruzzi;;86039;Termoli;070078;Campobasso;MOLISE;070;42,0025463;14,9912186;+39 0874404921;;gatta@unimol.it;http://www.unimol.it/unimolise/unimol/00050158_Biblioteca_di_Ateneo_sede_di_Termoli.html
IT-CB0120;;Biblioteca del Centro di lettura;piazza Marconi, 4;;86020;Fossalto;070024;Campobasso;MOLISE;070;41,673104;14,5456829;+39 0874768029;+39 0874768836;letturafossalto@alice.it;
IT-CB0121;;Biblioteca comunale Salone Santa Margherita;via San Nicola 3;;86031;Castelmauro;070015;Campobasso;MOLISE;070;41,829986;14,7102595;;;;
IT-CB0122;;Biblioteca comunale;via XXIV Maggio;;86010;San Giovanni in Galdo;070066;Campobasso;MOLISE;070;41,5868937;14,7471943;0874461308;;;
IT-CB0125;;Biblioteca comunale S. Ricciardelli;via MUNICIPIO 16;;86010;Gildone;070026;Campobasso;MOLISE;070;41,5089811;14,7416384;0874457132;+39 0874457169;municipio.gildone@gmail.com;www.comune.gildone.cb.it
IT-CB0191;MO117;"Biblioteca ""Maurizio Marabelli""";Via Cavour s.n.c.;;86024;Petrella Tifernina;070052;Campobasso;MOLISE;070;41,6929351;14,695069999999987;+39 0874745256;;dondomenicodifranco@gmail.com;http://www.comune.petrellatifernina.cb.it/zf/index.php/associazioni/index/dettaglio/associazione/25
IT-CB0192;RMGTM;Biblioteca del Tribunale amministrativo regionale del Molise;Via San Giovanni;;86100;Campobasso;070006;Campobasso;MOLISE;070;41,55900583263705;14,672019443069416;+39 0874489350;+39 087464768;biblioteca.tarmolise@giustizia-amministrativa.it;https://www.giustizia-amministrativa.it/tribunale-amministrativo-regionale-per-il-molise
